,beijing,chicago,dubai,las vegas,london,montreal,new delhi,new york city,san francisco,shanghai
300yds,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
carousel,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lasource,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
alwych,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
temple,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0
hilton cyprus,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grand hotel sofia,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tirrana,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
albania,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
belgrade,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
serbia).london,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
radek,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
water!after,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
london town,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
london)the,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
san francico,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
l22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
out!)dont,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hotel).while,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
owners;ys,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
west end's,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
trafulgar,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
prezzi accessibili,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hussain,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lhr,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
all=,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
trainstaiton,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
st. georges tavern,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
capuccino,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
eateriesthe,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
st. james',0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
green line,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
danubius,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
st johns,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
st. john's wood,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
marlow,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
cliveden,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
75gbp,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lister,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
stark,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
f?nd,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
more????anyway,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
philippe stark,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
surreal,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
peckham,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
st martin’s,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
spoon,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
birkis,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tomas,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
st james' park,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"the city,",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
zizi's,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
night.my,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
the virgin active,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
madagascar,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
250gbp,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
desk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
kevina,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
stavanger,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
points:- reception,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
show.and,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
threatreland,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
this travel inn,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
advance).if,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
zone 1-2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ballina,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
st. marys,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
chelsae,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
building.(although,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
für city,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
breakfast area,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lupus,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kitchen!overall,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fridge!great,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tempermental)bad,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
s/gel,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lyon wharf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"boston, usa",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
gpb400,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
folige,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
chrge,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
limehouse,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
all).if,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
the city or canary wharf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
down town,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
paxton,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
jiffy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tilbury,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ship&amp,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
piggylyew,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
markham,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ship york,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
london).the,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
pad thai,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
london city centre,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
liverpool underground,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
st. gregory's,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
air berlin,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
popularity,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
rush!hotel,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
st. helens merseyside,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
st. gregory,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
excellent city,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
owl,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
shiksa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
st. petersburg-,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
noorjhan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
nipa,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
islands,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lonson,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
corpus christi,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
cannes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
marleybone,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
madame tussaud's,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
thomas,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
conciegre,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
steps).the,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
codogan,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
usd$300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
st martin street,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
brumus,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
pastoria,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
bose ipod,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
westway,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
mais,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
petticoat lane,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
left.)we,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
b'ham,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
free theatre,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
st. katharine's,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
facilities).as,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
room 425,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
everythimg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
chisweek,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
picky).we,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dissappointed.)we,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
gunnersbury park,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
gunnesbury,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
intercontinetal,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
muscat oman,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
inteconti,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
theo randall's,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
twice).i,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
abu dhabi interconti,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
futur,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
gordana,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bloomberg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
eurosport,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pcne,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
interconty,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
motor,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
westminter,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
river boats,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
park plaza county hall,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
availability).in,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
the south bank centre,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
undergroundand,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hungerford,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
problems'to,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
west street,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
st martins,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
u.k.our,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
st. james’s park,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
tothill,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
eruope,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
n.b,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sactuary house,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
underground tube,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sepentine,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
chria,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
london;the,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
westbourne grove,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
gamden town,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sparta,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bed.)the,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
the live earth,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
corea,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lausanne,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
the balcony ;-),0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scotch,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
amy sweeneynew jersey,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
the inn keepers,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
avocado,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mirella,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
moito,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
beaconsfield,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
atm etcseemed,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
carrington st,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bollinger,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
stratton street,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
the palm beach,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
berkley sq,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lightning,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
stratton st,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
appliance?the,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
katie,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
la strada,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
statton,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
augst,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
the radisson edwardian,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
nozzles9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
funky buddahs,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
recptionist,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dec 2004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
night!reading,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
raddisoon,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
blackfriars - please,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
the travel republic,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
carol,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
the city and covent garden,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tate,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
the city of london wireless,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
exit,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pounds sterling,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
virgin fitness,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
blanco,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
barossa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
oct.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bellissimo,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
hotel(off,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
chalton,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
o.t.t,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
nifty,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
euston rd,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
angustura,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
st. pancreas,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
cosmos vacations,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
the old city of london,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
smiths,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
smithfields,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mary lane,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bottles.-safe,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
&quot;little,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
parmezan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
office)surroundingsthe,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
egham,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
nearby.to,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
west hampstead,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
west london-,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
easyjet,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
cricklewood,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
västerås,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
zentrumnähe,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
place.we,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
london.if,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
costa coffe,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
york way,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
another travel inn,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dot2dot,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
"the city, fleet street",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
central(ish,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ludgate hill,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
st. paul's!we,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
the city district,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
short city,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
travel-inn - we,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9.30am).if,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
rain!it,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
north ealing station,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
north ealing,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
west acton,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
argentinia,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
again!p.s,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
etcalert,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
charing,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
chamberlain,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
quiet city,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
200gbp,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
l4.00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
london county,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hotel county,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
harbour beach,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ft,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
marirott,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hampton cournt,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
london tower.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
st. stephen's,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
jubilee park,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
iceburg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
the houses of parliament,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
marriott county,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
l20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
toobreakfast,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
leichester,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
alas,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
athenium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
line!overall,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fergal,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
creaks,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hazlitt,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
londonto,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
esporta,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
quadratto,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
demographic!reading,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
whitleys,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsse,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hatton garden,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
breads,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
pawel,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
zones 1-3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
the west village,0.0,0.0,0.0,0.0,2.0,0.0,0.0,68.0,0.0,0.0
st. pancears,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fcuk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
teh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
the radission edwardian hampshire,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
laughed!getting,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
radisson hampshire,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
